ORDERNUMBER,quantity,priceperunit,SALES,ORDERDATE,PRODUCTLINE,itemid,CUSTOMERNAME,PHONE,address,CustomerID
10120,29,72.92,2114.68,4/29/2003 0:00,Vintage Cars,4289,"Australian Collectors, Co.",0339-5204555,636 St Kilda Road,11
10133,49,72.92,3573.08,6/27/2003 0:00,Vintage Cars,4289,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10144,20,72.92,1458.4,8/13/2003 0:00,Vintage Cars,4289,Royale Belge,0312-3672555,"Boulevard Tirou, 255",91
10168,31,72.92,2260.52,10/28/2003 0:00,Vintage Cars,4289,Technics Stores Inc.,0350-5556809,9408 Furth Circle,6
10210,39,72.92,2843.88,1/12/2004 0:00,Vintage Cars,4289,Osaka Souveniers Co.,0306-6342555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",45
10223,20,72.92,1458.4,2/20/2004 0:00,Vintage Cars,4289,"Australian Collectors, Co.",0339-5204555,636 St Kilda Road,11
10235,34,72.92,2479.28,4/2/2004 0:00,Vintage Cars,4289,"Royal Canadian Collectables, Ltd.",0304-5554555,23 Tsawassen Blvd.,58
10250,50,72.92,3646,5/11/2004 0:00,Vintage Cars,4289,The Sharp Gifts Warehouse,0308-5553659,3086 Ingle Ln.,62
10262,40,72.92,2916.8,6/24/2004 0:00,Vintage Cars,4289,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10275,28,72.92,2041.76,7/23/2004 0:00,Vintage Cars,4289,La Rochelle Gifts,0300-0000000,"67, rue des Cinquante Otages",15
10284,50,72.92,3646,8/21/2004 0:00,Vintage Cars,4289,"Norway Gifts By Mail, Co.",0372-2121555,"Drammensveien 126 A, PB 744 Sentrum",86
10297,28,72.92,2041.76,9/16/2004 0:00,Vintage Cars,4289,"Clover Collections, Co.",0331-8621555,25 Maiden Lane,76
10308,46,72.92,3354.32,10/15/2004 0:00,Vintage Cars,4289,Mini Classics,0314-5554562,3758 North Pendale Street,48
10316,24,72.92,1750.08,11/1/2004 0:00,Vintage Cars,4289,giftsbymail.co.uk,0398-5558888,Garden House Crowther Way,60
10328,24,72.92,1750.08,11/12/2004 0:00,Vintage Cars,4289,Rovelli Gifts,0300-0000000,Via Ludovico il Moro 22,87
10340,39,72.92,2843.88,11/24/2004 0:00,Vintage Cars,4289,Enaco Distributors,0300-0000000,"Rambla de Catalu¤a, 23",54
10353,40,72.92,2916.8,12/4/2004 0:00,Vintage Cars,4289,Gift Ideas Corp.,0303-5554407,2440 Pompton St.,89
10361,49,72.92,3573.08,12/17/2004 0:00,Vintage Cars,4289,Souveniers And Things Co.,0329-4958555,"Monitor Money Building, 815 Pacific Hwy",21
10375,44,72.92,3208.48,2/3/2005 0:00,Vintage Cars,4289,La Rochelle Gifts,0300-0000000,"67, rue des Cinquante Otages",15
10388,35,72.92,2552.2,3/3/2005 0:00,Vintage Cars,4289,FunGiftIdeas.com,0308-5552555,1785 First Street,22
10398,22,72.92,1604.24,3/30/2005 0:00,Vintage Cars,4289,Reims Collectables,0300-0000000,59 rue de l'Abbaye,2
10401,62,72.92,4521.04,4/3/2005 0:00,Vintage Cars,4289,Tekni Collectables Inc.,0301-5559350,7476 Moss Rd.,13
10416,26,72.92,1895.92,5/10/2005 0:00,Vintage Cars,4289,L'ordine Souveniers,0352-2556555,Strada Provinciale 124,71
10108,31,100,3100,3/3/2003 0:00,Motorcycles,4485,Cruz & Sons Co.,0332-5553587,15 McCallum Street - NatWest Center #13-03,67
10121,25,100,2500,5/7/2003 0:00,Motorcycles,4485,Reims Collectables,0300-0000000,59 rue de l'Abbaye,2
10135,30,100,3000,7/2/2003 0:00,Motorcycles,4485,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10145,27,100,2700,8/25/2003 0:00,Motorcycles,4485,Toys4GrownUps.com,0326-5557265,78934 Hillside Dr.,4
10159,23,100,2300,10/10/2003 0:00,Motorcycles,4485,Corporate Gift Ideas Co.,0350-5551386,7734 Strong St.,5
10169,34,100,3400,11/4/2003 0:00,Motorcycles,4485,"Anna's Decorations, Ltd",0329-9368555,201 Miller Street,43
10180,22,100,2200,11/11/2003 0:00,Motorcycles,4485,Daedalus Designs Imports,0300-0000000,"184, chausse de Tournai",7
10190,42,100,4200,11/19/2003 0:00,Motorcycles,4485,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10211,37,100,3700,1/15/2004 0:00,Motorcycles,4485,Auto Canal Petit,0300-0000000,"25, rue Lauriston",10
10224,30,100,3000,2/21/2004 0:00,Motorcycles,4485,Daedalus Designs Imports,0300-0000000,"184, chausse de Tournai",7
10237,27,100,2700,4/5/2004 0:00,Motorcycles,4485,Vitachrome Inc.,0312-5551500,2678 Kingston Rd.,12
10252,25,100,2500,5/26/2004 0:00,Motorcycles,4485,Auto Canal Petit,0300-0000000,"25, rue Lauriston",10
10264,34,100,3400,6/30/2004 0:00,Motorcycles,4485,Gifts4AllAges.com,0317-5559555,8616 Spinnaker Dr.,59
10276,38,100,3800,8/2/2004 0:00,Motorcycles,4485,Online Mini Collectables,0317-5557555,7635 Spinnaker Dr.,72
10285,26,100,2600,8/27/2004 0:00,Motorcycles,4485,Marta's Replicas Co.,0317-5558555,39323 Spinnaker Dr.,16
10299,38,100,3800,9/30/2004 0:00,Motorcycles,4485,"Toys of Finland, Co.",0300-0000000,Keskuskatu 45,17
10309,50,100,5000,10/15/2004 0:00,Motorcycles,4485,Baane Mini Imports,0300-0000000,Erling Skakkes gate 78,18
10319,22,100,2200,11/3/2004 0:00,Motorcycles,4485,Microscale Inc.,0312-5551957,5290 North Pendale Street,80
10331,32,100,3200,11/17/2004 0:00,Motorcycles,4485,Motor Mint Distributors Inc.,0315-5559857,11328 Douglas Av.,46
10341,31,100,3100,11/24/2004 0:00,Motorcycles,4485,Salzburg Collectables,0300-0000000,Geislweg 14,20
10355,40,100,4000,12/7/2004 0:00,Motorcycles,4485,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10365,22,100,2200,1/7/2005 0:00,Motorcycles,4485,Mini Creations Ltd.,0308-5559555,4575 Hillside Dr.,51
10375,41,100,4100,2/3/2005 0:00,Motorcycles,4485,La Rochelle Gifts,0300-0000000,"67, rue des Cinquante Otages",15
10390,45,100,4500,3/4/2005 0:00,Motorcycles,4485,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10403,45,100,4500,4/8/2005 0:00,Motorcycles,4485,"UK Collectables, Ltd.",0371-5552282,Berkeley Gardens 12  Brewery,23
10106,39,40.15,1565.85,2/17/2003 0:00,Vintage Cars,1341,Rovelli Gifts,0300-0000000,Via Ludovico il Moro 22,87
10120,49,40.15,1967.35,4/29/2003 0:00,Vintage Cars,1341,"Australian Collectors, Co.",0339-5204555,636 St Kilda Road,11
10133,27,40.15,1084.05,6/27/2003 0:00,Vintage Cars,1341,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10143,34,40.15,1365.1,8/10/2003 0:00,Vintage Cars,1341,Mini Creations Ltd.,0308-5559555,4575 Hillside Dr.,51
10156,20,40.15,803,10/8/2003 0:00,Vintage Cars,1341,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10168,48,40.15,1927.2,10/28/2003 0:00,Vintage Cars,1341,Technics Stores Inc.,0350-5556809,9408 Furth Circle,6
10199,29,40.15,1164.35,12/1/2003 0:00,Vintage Cars,1341,West Coast Collectables Co.,0310-5553722,3675 Furth Circle,33
10210,43,40.15,1726.45,1/12/2004 0:00,Vintage Cars,1341,Osaka Souveniers Co.,0306-6342555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",45
10223,41,40.15,1646.15,2/20/2004 0:00,Vintage Cars,1341,"Australian Collectors, Co.",0339-5204555,636 St Kilda Road,11
10235,41,40.15,1646.15,4/2/2004 0:00,Vintage Cars,1341,"Royal Canadian Collectables, Ltd.",0304-5554555,23 Tsawassen Blvd.,58
10250,36,40.15,1445.4,5/11/2004 0:00,Vintage Cars,1341,The Sharp Gifts Warehouse,0308-5553659,3086 Ingle Ln.,62
10262,49,40.15,1967.35,6/24/2004 0:00,Vintage Cars,1341,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10275,38,40.15,1525.7,7/23/2004 0:00,Vintage Cars,1341,La Rochelle Gifts,0300-0000000,"67, rue des Cinquante Otages",15
10284,33,40.15,1324.95,8/21/2004 0:00,Vintage Cars,1341,"Norway Gifts By Mail, Co.",0372-2121555,"Drammensveien 126 A, PB 744 Sentrum",86
10296,26,40.15,1043.9,9/15/2004 0:00,Vintage Cars,1341,"Bavarian Collectables Imports, Co.",0389-6108955,Hansastr. 15,90
10308,47,40.15,1887.05,10/15/2004 0:00,Vintage Cars,1341,Mini Classics,0314-5554562,3758 North Pendale Street,48
10316,34,40.15,1365.1,11/1/2004 0:00,Vintage Cars,1341,giftsbymail.co.uk,0398-5558888,Garden House Crowther Way,60
10328,34,40.15,1365.1,11/12/2004 0:00,Vintage Cars,1341,Rovelli Gifts,0300-0000000,Via Ludovico il Moro 22,87
10340,40,40.15,1606,11/24/2004 0:00,Vintage Cars,1341,Enaco Distributors,0300-0000000,"Rambla de Catalu¤a, 23",54
10353,40,40.15,1606,12/4/2004 0:00,Vintage Cars,1341,Gift Ideas Corp.,0303-5554407,2440 Pompton St.,89
10361,33,40.15,1324.95,12/17/2004 0:00,Vintage Cars,1341,Souveniers And Things Co.,0329-4958555,"Monitor Money Building, 815 Pacific Hwy",21
10375,49,40.15,1967.35,2/3/2005 0:00,Vintage Cars,1341,La Rochelle Gifts,0300-0000000,"67, rue des Cinquante Otages",15
10388,27,40.15,1084.05,3/3/2005 0:00,Vintage Cars,1341,FunGiftIdeas.com,0308-5552555,1785 First Street,22
10398,49,40.15,1967.35,3/30/2005 0:00,Vintage Cars,1341,Reims Collectables,0300-0000000,59 rue de l'Abbaye,2
10401,56,40.15,2248.4,4/3/2005 0:00,Vintage Cars,1341,Tekni Collectables Inc.,0301-5559350,7476 Moss Rd.,13
10416,37,40.15,1485.55,5/10/2005 0:00,Vintage Cars,1341,L'ordine Souveniers,0352-2556555,Strada Provinciale 124,71
10104,33,100,3300,1/31/2003 0:00,Trucks and Buses,1392,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10115,27,100,2700,4/4/2003 0:00,Trucks and Buses,1392,Classic Legends Inc.,0312-5558493,5905 Pompton St.,28
10127,46,100,4600,6/3/2003 0:00,Trucks and Buses,1392,Muscle Machine Inc,0312-5557413,4092 Furth Circle,75
10141,44,100,4400,8/1/2003 0:00,Trucks and Buses,1392,Suominen Souveniers,0389-8045555,"Software Engineering Center, SEC Oy",74
10151,26,100,2600,9/21/2003 0:00,Trucks and Buses,1392,"Oulu Toy Supplies, Inc.",0300-0000000,Torikatu 38,61
10165,48,100,4800,10/22/2003 0:00,Trucks and Buses,1392,"Dragon Souveniers, Ltd.",0300-0000000,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",27
10176,23,100,2300,11/6/2003 0:00,Trucks and Buses,1392,L'ordine Souveniers,0352-2556555,Strada Provinciale 124,71
10184,45,100,4500,11/14/2003 0:00,Trucks and Buses,1392,"Iberia Gift Imports, Corp.",0300-0000000,"C/ Romero, 33",82
10195,49,100,4900,11/25/2003 0:00,Trucks and Buses,1392,Mini Classics,0314-5554562,3758 North Pendale Street,48
10207,28,100,2800,12/9/2003 0:00,Trucks and Buses,1392,Diecast Collectables,0317-5552555,6251 Ingle Ln.,65
10220,37,100,3700,2/12/2004 0:00,Trucks and Buses,1392,"Clover Collections, Co.",0331-8621555,25 Maiden Lane,76
10230,34,100,3400,3/15/2004 0:00,Trucks and Buses,1392,"Blauer See Auto, Co.",0369-6690255,Lyonerstr. 34,73
10246,22,100,2200,5/5/2004 0:00,Trucks and Buses,1392,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10259,29,100,2900,6/15/2004 0:00,Trucks and Buses,1392,Handji Gifts& Co,0300-0000000,Village Close - 106 Linden Road Sandown,66
10271,34,100,3400,7/20/2004 0:00,Trucks and Buses,1392,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10282,38,100,3800,8/20/2004 0:00,Trucks and Buses,1392,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10292,41,100,4100,9/8/2004 0:00,Trucks and Buses,1392,Land of Toys Inc.,0312-5557818,897 Long Airport Avenue,1
10305,42,100,4200,10/13/2004 0:00,Trucks and Buses,1392,Marta's Replicas Co.,0317-5558555,39323 Spinnaker Dr.,16
10314,28,100,2800,10/22/2004 0:00,Trucks and Buses,1392,Heintze Collectables,0300-0000000,Smagsloget 45,79
10325,38,100,3800,11/5/2004 0:00,Trucks and Buses,1392,Baane Mini Imports,0300-0000000,Erling Skakkes gate 78,18
10336,23,100,2300,11/20/2004 0:00,Trucks and Buses,1392,"La Corne D'abondance, Co.",0300-0000000,"265, boulevard Charonne",63
10350,31,100,3100,12/2/2004 0:00,Trucks and Buses,1392,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10359,46,100,4600,12/15/2004 0:00,Trucks and Buses,1392,Reims Collectables,0300-0000000,59 rue de l'Abbaye,2
10371,48,100,4800,1/23/2005 0:00,Trucks and Buses,1392,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10383,29,100,2900,2/22/2005 0:00,Trucks and Buses,1392,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10395,46,100,4600,3/17/2005 0:00,Trucks and Buses,1392,Lyon Souveniers,0314-6627555,27 rue du Colonel Pierre Avia,3
10412,26,100,2600,5/3/2005 0:00,Trucks and Buses,1392,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10425,18,100,1800,5/31/2005 0:00,Trucks and Buses,1392,La Rochelle Gifts,0300-0000000,"67, rue des Cinquante Otages",15
10104,32,53.31,1705.92,1/31/2003 0:00,Trains,1514,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10117,21,53.31,1119.51,4/16/2003 0:00,Trains,1514,"Dragon Souveniers, Ltd.",0300-0000000,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",27
10127,46,53.31,2452.26,6/3/2003 0:00,Trains,1514,Muscle Machine Inc,0312-5557413,4092 Furth Circle,75
10142,42,53.31,2239.02,8/8/2003 0:00,Trains,1514,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10153,31,53.31,1652.61,9/28/2003 0:00,Trains,1514,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10165,38,53.31,2025.78,10/22/2003 0:00,Trains,1514,"Dragon Souveniers, Ltd.",0300-0000000,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",27
10176,38,53.31,2025.78,11/6/2003 0:00,Trains,1514,L'ordine Souveniers,0352-2556555,Strada Provinciale 124,71
10185,20,53.31,1066.2,11/14/2003 0:00,Trains,1514,Mini Creations Ltd.,0308-5559555,4575 Hillside Dr.,51
10196,46,53.31,2452.26,11/26/2003 0:00,Trains,1514,Super Scale Inc.,0303-5559545,567 North Pendale Street,35
10208,30,53.31,1599.3,1/2/2004 0:00,Trains,1514,"Saveley & Henriot, Co.",0300-0000000,"2, rue du Commerce",31
10220,30,53.31,1599.3,2/12/2004 0:00,Trains,1514,"Clover Collections, Co.",0331-8621555,25 Maiden Lane,76
10230,43,53.31,2292.33,3/15/2004 0:00,Trains,1514,"Blauer See Auto, Co.",0369-6690255,Lyonerstr. 34,73
10247,49,53.31,2612.19,5/5/2004 0:00,Trains,1514,Suominen Souveniers,0389-8045555,"Software Engineering Center, SEC Oy",74
10272,43,53.31,2292.33,7/20/2004 0:00,Trains,1514,Diecast Classics Inc.,0315-5551555,7586 Pompton St.,19
10282,37,53.31,1972.47,8/20/2004 0:00,Trains,1514,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10292,35,53.31,1865.85,9/8/2004 0:00,Trains,1514,Land of Toys Inc.,0312-5557818,897 Long Airport Avenue,1
10306,34,53.31,1812.54,10/14/2004 0:00,Trains,1514,"AV Stores, Co.",0371-5551555,Fauntleroy Circus,78
10314,38,53.31,2025.78,10/22/2004 0:00,Trains,1514,Heintze Collectables,0300-0000000,Smagsloget 45,79
10325,44,53.31,2345.64,11/5/2004 0:00,Trains,1514,Baane Mini Imports,0300-0000000,Erling Skakkes gate 78,18
10337,21,53.31,1119.51,11/21/2004 0:00,Trains,1514,Classic Legends Inc.,0312-5558493,5905 Pompton St.,28
10350,44,53.31,2345.64,12/2/2004 0:00,Trains,1514,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10359,25,53.31,1332.75,12/15/2004 0:00,Trains,1514,Reims Collectables,0300-0000000,59 rue de l'Abbaye,2
10372,24,53.31,1279.44,1/26/2005 0:00,Trains,1514,"Tokyo Collectables, Ltd",0333-5840555,2-2-8 Roppongi,36
10383,38,53.31,2025.78,2/22/2005 0:00,Trains,1514,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10395,45,53.31,2398.95,3/17/2005 0:00,Trains,1514,Lyon Souveniers,0314-6627555,27 rue du Colonel Pierre Avia,3
10413,51,53.31,2718.81,5/5/2005 0:00,Trains,1514,Gift Depot Inc.,0303-5552570,25593 South Bay Ln.,14
10108,34,82.99,2821.66,3/3/2003 0:00,Motorcycles,4713,Cruz & Sons Co.,0332-5553587,15 McCallum Street - NatWest Center #13-03,67
10121,44,82.99,3651.56,5/7/2003 0:00,Motorcycles,4713,Reims Collectables,0300-0000000,59 rue de l'Abbaye,2
10135,44,82.99,3651.56,7/2/2003 0:00,Motorcycles,4713,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10145,38,82.99,3153.62,8/25/2003 0:00,Motorcycles,4713,Toys4GrownUps.com,0326-5557265,78934 Hillside Dr.,4
10159,31,82.99,2572.69,10/10/2003 0:00,Motorcycles,4713,Corporate Gift Ideas Co.,0350-5551386,7734 Strong St.,5
10169,48,82.99,3983.52,11/4/2003 0:00,Motorcycles,4713,"Anna's Decorations, Ltd",0329-9368555,201 Miller Street,43
10180,21,82.99,1742.79,11/11/2003 0:00,Motorcycles,4713,Daedalus Designs Imports,0300-0000000,"184, chausse de Tournai",7
10190,40,82.99,3319.6,11/19/2003 0:00,Motorcycles,4713,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10211,40,82.99,3319.6,1/15/2004 0:00,Motorcycles,4713,Auto Canal Petit,0300-0000000,"25, rue Lauriston",10
10224,50,82.99,4149.5,2/21/2004 0:00,Motorcycles,4713,Daedalus Designs Imports,0300-0000000,"184, chausse de Tournai",7
10237,20,82.99,1659.8,4/5/2004 0:00,Motorcycles,4713,Vitachrome Inc.,0312-5551500,2678 Kingston Rd.,12
10252,48,82.99,3983.52,5/26/2004 0:00,Motorcycles,4713,Auto Canal Petit,0300-0000000,"25, rue Lauriston",10
10264,47,82.99,3900.53,6/30/2004 0:00,Motorcycles,4713,Gifts4AllAges.com,0317-5559555,8616 Spinnaker Dr.,59
10276,21,82.99,1742.79,8/2/2004 0:00,Motorcycles,4713,Online Mini Collectables,0317-5557555,7635 Spinnaker Dr.,72
10285,39,82.99,3236.61,8/27/2004 0:00,Motorcycles,4713,Marta's Replicas Co.,0317-5558555,39323 Spinnaker Dr.,16
10299,44,82.99,3651.56,9/30/2004 0:00,Motorcycles,4713,"Toys of Finland, Co.",0300-0000000,Keskuskatu 45,17
10309,28,82.99,2323.72,10/15/2004 0:00,Motorcycles,4713,Baane Mini Imports,0300-0000000,Erling Skakkes gate 78,18
10319,45,82.99,3734.55,11/3/2004 0:00,Motorcycles,4713,Microscale Inc.,0312-5551957,5290 North Pendale Street,80
10331,20,82.99,1659.8,11/17/2004 0:00,Motorcycles,4713,Motor Mint Distributors Inc.,0315-5559857,11328 Douglas Av.,46
10341,38,82.99,3153.62,11/24/2004 0:00,Motorcycles,4713,Salzburg Collectables,0300-0000000,Geislweg 14,20
10356,26,82.99,2157.74,12/9/2004 0:00,Motorcycles,4713,Lyon Souveniers,0314-6627555,27 rue du Colonel Pierre Avia,3
10365,44,82.99,3651.56,1/7/2005 0:00,Motorcycles,4713,Mini Creations Ltd.,0308-5559555,4575 Hillside Dr.,51
10375,49,82.99,4066.51,2/3/2005 0:00,Motorcycles,4713,La Rochelle Gifts,0300-0000000,"67, rue des Cinquante Otages",15
10390,22,82.99,1825.78,3/4/2005 0:00,Motorcycles,4713,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10403,31,82.99,2572.69,4/8/2005 0:00,Motorcycles,4713,"UK Collectables, Ltd.",0371-5552282,Berkeley Gardens 12  Brewery,23
10105,41,70.67,2897.47,2/11/2003 0:00,Ships,1138,Danish Wholesale Imports,0300-0000000,Vinb'ltet 34,49
10119,25,70.67,1766.75,4/28/2003 0:00,Ships,1138,Salzburg Collectables,0300-0000000,Geislweg 14,20
10129,31,70.67,2190.77,6/12/2003 0:00,Ships,1138,"Stylish Desk Decors, Co.",0371-5550297,35 King George,50
10142,41,70.67,2897.47,8/8/2003 0:00,Ships,1138,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10153,43,70.67,3038.81,9/28/2003 0:00,Ships,1138,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10167,43,70.67,3038.81,10/23/2003 0:00,Ships,1138,Scandinavian Gift Ideas,0369-5346555,?kergatan 24,38
10177,24,70.67,1696.08,11/7/2003 0:00,Ships,1138,CAF Imports,0391-3728555,"Merchants House, 27-30 Merchant's Quay",77
10185,21,70.67,1484.07,11/14/2003 0:00,Ships,1138,Mini Creations Ltd.,0308-5559555,4575 Hillside Dr.,51
10197,23,70.67,1625.41,11/26/2003 0:00,Ships,1138,Enaco Distributors,0300-0000000,"Rambla de Catalu¤a, 23",54
10208,38,70.67,2685.46,1/2/2004 0:00,Ships,1138,"Saveley & Henriot, Co.",0300-0000000,"2, rue du Commerce",31
10222,31,70.67,2190.77,2/19/2004 0:00,Ships,1138,Collectable Mini Designs Co.,0360-5558146,361 Furth Circle,56
10233,36,70.67,2544.12,3/29/2004 0:00,Ships,1138,Tekni Collectables Inc.,0301-5559350,7476 Moss Rd.,13
10248,36,70.67,2544.12,5/7/2004 0:00,Ships,1138,Land of Toys Inc.,0312-5557818,897 Long Airport Avenue,1
10261,34,70.67,2402.78,6/17/2004 0:00,Ships,1138,Quebec Home Shopping Network,0314-5558054,43 rue St. Laurent,44
10273,21,70.67,1484.07,7/21/2004 0:00,Ships,1138,Petit Auto,0300-0000000,Rue Joseph-Bens 532,57
10283,45,70.67,3180.15,8/20/2004 0:00,Ships,1138,"Royal Canadian Collectables, Ltd.",0304-5554555,23 Tsawassen Blvd.,58
10295,26,70.67,1837.42,9/10/2004 0:00,Ships,1138,Gifts4AllAges.com,0317-5559555,8616 Spinnaker Dr.,59
10306,50,70.67,3533.5,10/14/2004 0:00,Ships,1138,"AV Stores, Co.",0371-5551555,Fauntleroy Circus,78
10315,41,70.67,2897.47,10/29/2004 0:00,Ships,1138,La Rochelle Gifts,0300-0000000,"67, rue des Cinquante Otages",15
10326,39,70.67,2756.13,11/9/2004 0:00,Ships,1138,"Volvo Model Replicas, Co",0392-1123555,Berguvsvgen  8,25
10339,22,70.67,1554.74,11/23/2004 0:00,Ships,1138,"Tokyo Collectables, Ltd",0333-5840555,2-2-8 Roppongi,36
10350,46,70.67,3250.82,12/2/2004 0:00,Ships,1138,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10373,44,70.67,3109.48,1/31/2005 0:00,Ships,1138,"Oulu Toy Supplies, Inc.",0300-0000000,Torikatu 38,61
10385,25,70.67,1766.75,2/28/2005 0:00,Ships,1138,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10396,39,70.67,2756.13,3/23/2005 0:00,Ships,1138,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10414,37,70.67,2614.79,5/6/2005 0:00,Ships,1138,Gifts4AllAges.com,0317-5559555,8616 Spinnaker Dr.,59
10106,31,100,3100,2/17/2003 0:00,Planes,1691,Rovelli Gifts,0300-0000000,Via Ludovico il Moro 22,87
10120,47,100,4700,4/29/2003 0:00,Planes,1691,"Australian Collectors, Co.",0339-5204555,636 St Kilda Road,11
10133,24,100,2400,6/27/2003 0:00,Planes,1691,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10143,36,100,3600,8/10/2003 0:00,Planes,1691,Mini Creations Ltd.,0308-5559555,4575 Hillside Dr.,51
10156,48,100,4800,10/8/2003 0:00,Planes,1691,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10168,28,100,2800,10/28/2003 0:00,Planes,1691,Technics Stores Inc.,0350-5556809,9408 Furth Circle,6
10199,48,100,4800,12/1/2003 0:00,Planes,1691,West Coast Collectables Co.,0310-5553722,3675 Furth Circle,33
10210,21,100,2100,1/12/2004 0:00,Planes,1691,Osaka Souveniers Co.,0306-6342555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",45
10223,25,100,2500,2/20/2004 0:00,Planes,1691,"Australian Collectors, Co.",0339-5204555,636 St Kilda Road,11
10235,25,100,2500,4/2/2004 0:00,Planes,1691,"Royal Canadian Collectables, Ltd.",0304-5554555,23 Tsawassen Blvd.,58
10250,31,100,3100,5/11/2004 0:00,Planes,1691,The Sharp Gifts Warehouse,0308-5553659,3086 Ingle Ln.,62
10262,40,100,4000,6/24/2004 0:00,Planes,1691,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10275,32,100,3200,7/23/2004 0:00,Planes,1691,La Rochelle Gifts,0300-0000000,"67, rue des Cinquante Otages",15
10284,24,100,2400,8/21/2004 0:00,Planes,1691,"Norway Gifts By Mail, Co.",0372-2121555,"Drammensveien 126 A, PB 744 Sentrum",86
10296,42,100,4200,9/15/2004 0:00,Planes,1691,"Bavarian Collectables Imports, Co.",0389-6108955,Hansastr. 15,90
10308,21,100,2100,10/15/2004 0:00,Planes,1691,Mini Classics,0314-5554562,3758 North Pendale Street,48
10316,34,100,3400,11/1/2004 0:00,Planes,1691,giftsbymail.co.uk,0398-5558888,Garden House Crowther Way,60
10328,27,100,2700,11/12/2004 0:00,Planes,1691,Rovelli Gifts,0300-0000000,Via Ludovico il Moro 22,87
10340,30,100,3000,11/24/2004 0:00,Planes,1691,Enaco Distributors,0300-0000000,"Rambla de Catalu¤a, 23",54
10353,39,100,3900,12/4/2004 0:00,Planes,1691,Gift Ideas Corp.,0303-5554407,2440 Pompton St.,89
10361,20,100,2000,12/17/2004 0:00,Planes,1691,Souveniers And Things Co.,0329-4958555,"Monitor Money Building, 815 Pacific Hwy",21
10375,37,100,3700,2/3/2005 0:00,Planes,1691,La Rochelle Gifts,0300-0000000,"67, rue des Cinquante Otages",15
10388,46,100,4600,3/3/2005 0:00,Planes,1691,FunGiftIdeas.com,0308-5552555,1785 First Street,22
10398,47,100,4700,3/30/2005 0:00,Planes,1691,Reims Collectables,0300-0000000,59 rue de l'Abbaye,2
10401,11,100,1100,4/3/2005 0:00,Planes,1691,Tekni Collectables Inc.,0301-5559350,7476 Moss Rd.,13
10416,23,100,2300,5/10/2005 0:00,Planes,1691,L'ordine Souveniers,0352-2556555,Strada Provinciale 124,71
10105,29,70.15,2034.35,2/11/2003 0:00,Ships,1938,Danish Wholesale Imports,0300-0000000,Vinb'ltet 34,49
10117,38,70.15,2665.7,4/16/2003 0:00,Ships,1938,"Dragon Souveniers, Ltd.",0300-0000000,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",27
